epoch,epoch_time
1,0.7041113376617432
2,0.18614768981933594
3,0.17398810386657715
4,0.18110918998718262
5,0.1851043701171875
6,0.1900463104248047
7,0.16624712944030762
8,0.15501189231872559
9,0.16731548309326172
10,0.18069767951965332
11,0.18226861953735352
12,0.17628860473632812
13,0.18421030044555664
14,0.17374014854431152
15,0.17778873443603516
16,0.17875123023986816
17,0.18285536766052246
18,0.18703746795654297
19,0.17725062370300293
20,0.1937572956085205
21,0.17625188827514648
22,0.19310450553894043
23,0.17504167556762695
24,0.1783900260925293
25,0.1867969036102295
26,0.1809837818145752
27,0.1766343116760254
28,0.17700529098510742
29,0.17036724090576172
30,0.18950128555297852
31,0.183152437210083
32,0.17894196510314941
33,0.18130755424499512
34,0.18327617645263672
35,0.18538618087768555
36,0.18024492263793945
37,0.2026968002319336
38,0.18278837203979492
39,0.19370031356811523
40,0.17333173751831055
41,0.17856311798095703
42,0.17829132080078125
43,0.17373061180114746
44,0.19952702522277832
45,0.18732476234436035
46,0.17728757858276367
47,0.17205047607421875
48,0.1756281852722168
49,0.17731046676635742
50,0.1832571029663086
51,0.17223906517028809
52,0.17129063606262207
53,0.1792430877685547
54,0.19104528427124023
55,0.18425321578979492
56,0.17183804512023926
57,0.17499136924743652
58,0.1743025779724121
59,0.17105460166931152
60,0.17154908180236816
61,0.17788386344909668
62,0.17860102653503418
63,0.17362451553344727
64,0.17590069770812988
65,0.18020176887512207
66,0.19014549255371094
67,0.18525290489196777
68,0.17791342735290527
69,0.18530821800231934
70,0.17505955696105957
71,0.1780555248260498
72,0.18643879890441895
73,0.1780540943145752
total,13.65984845161438
