epoch,epoch_time
1,1.405104637145996
2,0.49442243576049805
3,0.49803781509399414
4,0.491408109664917
5,0.49431824684143066
6,0.4873037338256836
7,0.5124602317810059
8,0.483839750289917
9,0.5847067832946777
10,0.5223100185394287
11,0.5204660892486572
12,0.49187541007995605
13,0.49632740020751953
14,0.48960423469543457
15,0.5003700256347656
16,0.5375001430511475
17,0.5320003032684326
18,0.5027651786804199
19,0.48547792434692383
20,0.4850034713745117
21,0.49391674995422363
22,0.5355548858642578
23,0.5540063381195068
24,0.5462679862976074
25,0.504502534866333
26,0.47672343254089355
27,0.46689629554748535
28,0.5283443927764893
29,0.4878551959991455
30,0.4725179672241211
31,0.47386646270751953
32,0.5046463012695312
33,0.4974195957183838
34,0.519031286239624
35,0.5265791416168213
36,0.47754335403442383
37,0.4648473262786865
38,0.47617220878601074
39,0.574303388595581
40,0.5053808689117432
41,0.4884002208709717
42,0.4683659076690674
43,0.53843092918396
44,0.46997857093811035
45,0.5436100959777832
46,0.539541482925415
47,0.4731576442718506
48,0.48961305618286133
49,0.48005104064941406
50,0.5071024894714355
51,0.5107231140136719
52,0.48706793785095215
53,0.517092227935791
54,0.5740838050842285
55,0.5525355339050293
56,0.5046651363372803
57,0.49862217903137207
58,0.48669981956481934
59,0.4604344367980957
60,0.47094178199768066
61,0.6194097995758057
62,0.5067336559295654
63,0.4699411392211914
64,0.49242568016052246
65,0.46021509170532227
total,33.7115204334259
