epoch,train_loss,val_loss
0,0.7402431255295163,0.6516421437263489
1,0.6317828694979349,0.6356934309005737
2,0.620483344509488,0.6195702850818634
3,0.6171300354458037,0.6327783167362213
4,0.6145607431729635,0.608441948890686
5,0.6048803840364728,0.6073823869228363
6,0.5981093645095825,0.6034936606884003
7,0.5953102424031212,0.5999004244804382
8,0.5942670475868952,0.5953763127326965
9,0.5906037205741519,0.5989508330821991
10,0.5909901176180158,0.5974689722061157
11,0.5887474871817089,0.5933144688606262
12,0.586345945085798,0.5928748548030853
13,0.5875774934178307,0.5953136682510376
14,0.5905798815545582,0.589745819568634
15,0.5833687810670762,0.5924726724624634
16,0.5839083450181144,0.5855034291744232
17,0.5831306122598194,0.5863952934741974
18,0.5808227516355968,0.5860654413700104
19,0.5762508256094796,0.5843794345855713
20,0.5753465323221116,0.5841715037822723
21,0.573262788000561,0.5807872414588928
22,0.5760456238474164,0.5803204774856567
23,0.573760157539731,0.578921377658844
24,0.5759577921458653,0.5788757801055908
25,0.5707915936197553,0.5800832509994507
26,0.5672682977858043,0.5768570005893707
27,0.5661174541427976,0.6027880311012268
28,0.5665897130966187,0.5810443460941315
29,0.5668218987328666,0.577159583568573
30,0.5646748911766779,0.5890938639640808
31,0.5619159567923773,0.5741734504699707
32,0.5589170058568319,0.5698925256729126
33,0.5570583258356366,0.5792196094989777
34,0.5607699581554958,0.5723391473293304
35,0.5572699421928042,0.5720970034599304
36,0.554242057459695,0.5650872886180878
37,0.5502715877124241,0.5737987458705902
38,0.5558465123176575,0.5671305060386658
39,0.5506060549191066,0.562622457742691
40,0.5458263839994159,0.5611874759197235
41,0.5443857340585618,0.5683413147926331
42,0.5480322979745411,0.5664758086204529
43,0.5454129037402925,0.5636047124862671
44,0.5420162848063877,0.566283255815506
45,0.5412881204060146,0.5531368851661682
46,0.539094797202519,0.5618104040622711
47,0.5369889196895418,0.5547739565372467
48,0.5345619491168431,0.5528450608253479
49,0.5337134401003519,0.5541518926620483
50,0.5324869723547072,0.553028017282486
51,0.5299277021771386,0.5563934147357941
52,0.5304593160038903,0.5547477900981903
53,0.533117379461016,0.548399806022644
54,0.5287740202177138,0.5514914095401764
55,0.5307360064415705,0.5527709722518921
56,0.5276654504594349,0.5507065951824188
57,0.5261717240015665,0.5502261817455292
58,0.5234913712456113,0.5484999418258667
59,0.5226065147490728,0.5592434704303741
60,0.5221009878885179,0.5447084009647369
61,0.5232760395322528,0.5448702275753021
62,0.5229826938538324,0.5517419576644897
63,0.521393114612216,0.5467721223831177
64,0.5206921895345052,0.5491712987422943
65,0.518454426810855,0.5502524077892303
66,0.5159341465859186,0.5478928089141846
67,0.5146844131605965,0.5447554886341095
68,0.5137119151297069,0.5457739531993866
69,0.512615252108801,0.5440369546413422
70,0.5117051431110927,0.5537427961826324
71,0.5102405775161016,0.5503951609134674
72,0.5091895801680428,0.55089470744133
73,0.5090300738811493,0.545313149690628
74,0.5077329774697622,0.5489310920238495
75,0.5078356237638564,0.5454273223876953
76,0.5065808849675315,0.5494323670864105
77,0.5072892719791049,0.549424797296524
78,0.5044468570323217,0.5527119636535645
79,0.5025100566091991,0.5511042177677155
80,0.5016934900056749,0.5469320714473724
81,0.501479515007564,0.5491137802600861
82,0.5003520718642643,0.5474019348621368
83,0.4998112576348441,0.564645916223526
84,0.5008811595894042,0.552080512046814
85,0.4987437753450303,0.5517196357250214
86,0.49744155293419245,0.5488106310367584
87,0.495743643669855,0.5498935282230377
88,0.4955456129142216,0.5560734570026398
89,0.4949297465029217,0.5497429668903351
