epoch,train_loss,val_loss
0,0.6363578154927209,0.5755187273025513
1,0.5694623844964164,0.5651960670948029
2,0.5613206993965876,0.5599832832813263
3,0.5587461335318429,0.5605268478393555
4,0.5552613281068348,0.5649462342262268
5,0.5541201546078637,0.563034176826477
6,0.5524708515121823,0.5591465532779694
7,0.5522255386625018,0.5605298280715942
8,0.5518121690977187,0.5567277073860168
9,0.5504266250701177,0.5545642375946045
10,0.5483124965713138,0.5566768050193787
11,0.5473302716300601,0.5639356672763824
12,0.5475738445917765,0.5540995001792908
13,0.5449563009398324,0.5525330901145935
14,0.5445037512552171,0.5544732213020325
15,0.5425778343563988,0.5526449382305145
16,0.5424306903566632,0.5551428198814392
17,0.5414621120407468,0.550935298204422
18,0.5401945312817892,0.5502243041992188
19,0.5378404344831195,0.5525239109992981
20,0.5351978284972054,0.5481927692890167
21,0.5311919393993559,0.5427140593528748
22,0.5284682058152699,0.5389107465744019
23,0.5245937705039978,0.5325786769390106
24,0.5212610136894953,0.5358304083347321
25,0.5177880582355318,0.5318361520767212
26,0.51551696232387,0.5260396599769592
27,0.5126663318702153,0.5258526802062988
28,0.5113567184834253,0.523441731929779
29,0.5099208922613234,0.5283010900020599
30,0.5082253969850994,0.5214649438858032
31,0.5053302986281258,0.5208571255207062
32,0.5045383047489893,0.5281414985656738
33,0.5064334003698259,0.5237677693367004
34,0.506373005253928,0.5258109271526337
35,0.5005541912146977,0.5186368525028229
36,0.49968892335891724,0.5184626579284668
37,0.4985705500557309,0.5169954001903534
38,0.49755596688815523,0.5199918150901794
39,0.49498467785971506,0.52007856965065
40,0.49395114325341727,0.5157308876514435
41,0.49199802960668293,0.5218512117862701
42,0.49150864141327993,0.5161866247653961
43,0.48833292580786203,0.5133674144744873
44,0.48879910224959966,0.5187399387359619
45,0.4867298063777742,0.5187446177005768
46,0.4832569758097331,0.5137764513492584
47,0.481486908027104,0.5185137689113617
48,0.4810628536201659,0.5152018964290619
49,0.47993183845565435,0.5197849273681641
50,0.478250971862248,0.5184495747089386
51,0.4779702652068365,0.5186938047409058
52,0.4779199432759058,0.5129615962505341
53,0.47533110209873747,0.5146997570991516
54,0.47284523787952604,0.5129709243774414
55,0.47070489469028653,0.5146695375442505
56,0.46930499161992756,0.5163201093673706
57,0.46762289319719585,0.5170990526676178
58,0.4677861772832416,0.516670286655426
59,0.46565377712249756,0.5201063752174377
60,0.46347972608747934,0.5189589262008667
61,0.4628021390665145,0.5146996676921844
62,0.46182246577172054,0.5186646580696106
63,0.46177047916821073,0.5210308134555817
64,0.46016354929833186,0.5182413756847382
65,0.4598976345289321,0.5250082910060883
66,0.4583038517407009,0.5195614099502563
67,0.45835077904519583,0.5283231139183044
68,0.4559730135259174,0.5259343385696411
69,0.4563520664260501,0.5259971022605896
70,0.4546572282200768,0.519195944070816
71,0.45277582038016545,0.5211302936077118
72,0.45217953125635785,0.5218942165374756
