epoch,epoch_time
1,0.7166786193847656
2,0.17603659629821777
3,0.1740579605102539
4,0.16717863082885742
5,0.15116286277770996
6,0.14435696601867676
7,0.14070916175842285
8,0.13425302505493164
9,0.13673877716064453
10,0.13854026794433594
11,0.14164113998413086
12,0.14627647399902344
13,0.1430652141571045
14,0.15193700790405273
15,0.1614224910736084
16,0.15514779090881348
17,0.17519330978393555
18,0.17596936225891113
19,0.16225099563598633
20,0.16674232482910156
21,0.16700053215026855
22,0.16582655906677246
23,0.15126848220825195
24,0.13762807846069336
25,0.13491511344909668
26,0.13689589500427246
27,0.13530755043029785
28,0.1423172950744629
29,0.1351609230041504
30,0.1332535743713379
31,0.1366715431213379
32,0.13542389869689941
33,0.13480901718139648
34,0.14312505722045898
35,0.1408095359802246
36,0.14394068717956543
37,0.1477680206298828
38,0.14518332481384277
39,0.13321280479431152
40,0.13431119918823242
41,0.1381378173828125
42,0.1479334831237793
43,0.16161203384399414
44,0.16453146934509277
45,0.1428220272064209
46,0.1356947422027588
47,0.13463878631591797
48,0.13497281074523926
49,0.13584089279174805
50,0.1348404884338379
51,0.13413262367248535
52,0.13339734077453613
53,0.1354222297668457
54,0.13340449333190918
55,0.15039324760437012
56,0.13770651817321777
57,0.13980770111083984
58,0.1455528736114502
59,0.15433430671691895
60,0.15117096900939941
61,0.14421796798706055
62,0.14820003509521484
63,0.14268732070922852
64,0.15229272842407227
65,0.15805912017822266
66,0.16081500053405762
67,0.16277194023132324
68,0.1655275821685791
69,0.17476391792297363
70,0.17461872100830078
71,0.17255926132202148
72,0.1741340160369873
73,0.15484070777893066
74,0.1635446548461914
75,0.1584475040435791
76,0.15930986404418945
77,0.1704578399658203
78,0.16929864883422852
79,0.17289042472839355
80,0.15841007232666016
81,0.14841842651367188
82,0.14522147178649902
83,0.15206527709960938
84,0.14889168739318848
85,0.1506204605102539
86,0.15003681182861328
87,0.15112972259521484
88,0.155808687210083
89,0.1515369415283203
90,0.14152097702026367
total,14.073632717132568
