neighborhood,neighborhood-2,st_distance,st_distance_standardized
9,8,21.298500420123304,0.2128573045797643
9,9,0.0,0.0
9,10,34.0329117760164,0.3401250663074537
9,11,31.193311085263367,0.31174608482078303
9,12,19.460605655751362,0.19448937641915776
9,13,41.19067045461379,0.4116597372516645
9,14,17.164476235091016,0.1715418491375527
9,15,24.90179099570943,0.24886860605206249
9,0,23.27632970439309,0.2326237389326178
10,1,25.262418893488842,0.25247272280974115
10,2,19.466020445598197,0.19454349185211917
10,3,24.629589626513336,0.24614822440043885
10,4,21.446634171574924,0.2143377539273385
10,5,20.12372948877593,0.201116638851533
10,6,19.462526477893313,0.1945085731238857
10,7,15.701120379349002,0.15691706443674996
10,8,16.537031165332714,0.16527116041833997
10,9,34.0329117760164,0.3401250663074537
10,10,0.0,0.0
10,11,21.577987422372644,0.215650498879381
10,12,21.209230652427486,0.21196514213840104
10,13,74.79783454461938,0.747529879358459
10,14,48.286798184126475,0.48257846822629563
10,15,44.85722977848685,0.44830334686579637
10,0,53.9533095343793,0.5392096069728457
11,1,38.26172444934428,0.38238783830838075
11,2,25.571110009951134,0.25555778315210215
11,3,26.391427137060536,0.2637560360399978
11,4,22.98486936695211,0.22971088306972437
11,5,23.893679269376346,0.23879353313379406
11,6,18.7373786737038,0.18726144285757465
11,7,25.97848017663613,0.25962904234577056
11,8,27.944986725400877,0.2792823172314067
11,9,31.193311085263367,0.31174608482078303
11,10,21.577987422372644,0.215650498879381
11,11,0.0,0.0
11,12,31.625932874967038,0.316069708843242
11,13,70.55452638248813,0.7051222393802383
11,14,38.23485779461499,0.38211933284574506
11,15,28.409083745336222,0.28392050483984516
11,0,54.46285982045538,0.5443020547181115
12,1,45.41279913232471,0.453855709371718
12,2,6.737419838825846,0.06733380277607343
12,3,10.841676455343473,0.10835176101083198
12,4,11.305158784649533,0.11298380539848411
12,5,9.182755709290058,0.09177249995718748
12,6,14.429738212431808,0.14421086560572413
12,7,6.131457575247085,0.06127781331399086
12,8,4.7155770434061735,0.04712749720394828
12,9,19.460605655751362,0.19448937641915776
12,10,21.209230652427486,0.21196514213840104
12,11,31.625932874967038,0.316069708843242
12,12,0.0,0.0
12,13,56.27410734372814,0.5624036702368431
12,14,36.56857595514744,0.3654665049929369
12,15,40.706299455903896,0.4068189314123678
12,0,33.98569560655472,0.3396531877072731
13,1,100.05999306517616,1.0
13,2,55.499355039302436,0.5546607923823438
13,3,50.17512191214891,0.5014503836659903
13,4,53.506314020774596,0.5347423318920494
13,5,54.67558342156139,0.5464280153002541
13,6,56.39247629966103,0.5635866500902975
13,7,59.90363232790759,0.5986771585011815
13,8,59.918072557396336,0.5988214742166478
13,9,41.19067045461379,0.4116597372516645
13,10,74.79783454461938,0.747529879358459
13,11,70.55452638248813,0.7051222393802383
13,12,56.27410734372814,0.5624036702368431
13,13,0.0,0.0
13,14,33.90728544479197,0.3388695562141979
13,15,49.713293697140855,0.4968348705037294
13,0,23.319595486460194,0.23305613734422798
14,1,72.48508182341571,0.7244162187399018
14,2,32.118174406300106,0.32098917281934314
14,3,26.29240481491717,0.2627664065276425
14,4,28.03137869407535,0.2801457189370034
14,5,30.108326221754172,0.30090274143975293
14,6,28.899024362103034,0.28881697346589913
14,7,36.9104323940279,0.3688830197098407
14,8,37.96201718939103,0.3793925626665163
14,9,17.164476235091016,0.1715418491375527
14,10,48.286798184126475,0.48257846822629563
14,11,38.23485779461499,0.38211933284574506
14,12,36.56857595514744,0.3654665049929369
14,13,33.90728544479197,0.3388695562141979
14,14,0.0,0.0
14,15,16.372704026249956,0.16362887428530257
14,0,26.769012752001533,0.26752962829574634
15,1,66.15986709250019,0.661201995580847
15,2,34.494514323474796,0.3447383241472551
15,3,30.009441585951134,0.2999144879652736
15,4,29.69057106450372,0.29672769460581666
15,5,31.992460789952215,0.319732790398189
15,6,28.143187312530188,0.28126313474955505
15,7,38.488537693740746,0.3846546108460195
15,8,40.15651015528247,0.4013243347830905
15,9,24.90179099570943,0.24886860605206249
15,10,44.85722977848685,0.44830334686579637
15,11,28.409083745336222,0.28392050483984516
15,12,40.706299455903896,0.4068189314123678
15,13,49.713293697140855,0.4968348705037294
15,14,16.372704026249956,0.16362887428530257
15,15,0.0,0.0
15,0,42.19024739696801,0.4216495135022298
0,1,78.99697762014196,0.7894961332716227
0,2,34.528077335426644,0.3450737530327037
0,3,30.07993406762535,0.30061899012957316
0,4,33.73952754807898,0.33719298307468437
0,5,34.31699416045788,0.34296418687641517
0,6,37.406193272128576,0.3738376560526371
0,7,38.41686755433338,0.3839383391652821
0,8,38.07056094397882,0.38047734941557276
0,9,23.27632970439309,0.2326237389326178
0,10,53.9533095343793,0.5392096069728457
0,11,54.46285982045538,0.5443020547181115
0,12,33.98569560655472,0.3396531877072731
0,13,23.319595486460194,0.23305613734422798
0,14,26.769012752001533,0.26752962829574634
0,15,42.19024739696801,0.4216495135022298
0,0,0.0,0.0
