epoch,epoch_time
1,1.376948356628418
2,0.6284432411193848
3,0.5485007762908936
4,0.4373958110809326
5,0.4482886791229248
6,0.4300868511199951
7,0.5170872211456299
8,0.4463067054748535
9,0.6005487442016602
10,0.6492190361022949
11,0.5170621871948242
12,0.45633983612060547
13,0.4293355941772461
14,0.5192344188690186
15,0.6648976802825928
16,0.6953184604644775
17,0.6206228733062744
18,0.6250231266021729
19,0.7086246013641357
20,0.5458042621612549
21,0.5712246894836426
22,0.6666865348815918
23,0.5606503486633301
24,0.7081551551818848
25,0.6148183345794678
26,0.5907962322235107
27,0.5105762481689453
28,0.7126059532165527
29,0.6725673675537109
30,0.6832795143127441
31,0.5905520915985107
32,0.644068717956543
33,0.600048303604126
34,0.5666477680206299
35,0.5883126258850098
36,0.6408274173736572
37,0.5757040977478027
38,0.6029932498931885
39,0.5794780254364014
40,0.6590359210968018
41,0.7165985107421875
42,0.6689267158508301
43,0.6762385368347168
44,0.6547589302062988
45,0.6755988597869873
46,0.6443076133728027
47,0.6538302898406982
48,0.7212812900543213
49,0.676271915435791
50,0.5927093029022217
51,0.7427322864532471
52,0.733208417892456
53,0.7357416152954102
54,0.7518744468688965
55,0.7230494022369385
56,0.7546272277832031
57,0.7266643047332764
58,0.6962759494781494
59,0.7638757228851318
60,0.7144224643707275
61,0.6899774074554443
total,38.91708827018738
