epoch,epoch_time
1,48.756648540496826
2,25.550962209701538
3,25.514437198638916
4,26.33259415626526
5,28.978705406188965
6,33.29893112182617
7,25.790319681167603
8,25.812026739120483
9,25.422890424728394
10,26.00344729423523
11,25.373769521713257
12,27.33925724029541
13,29.306192874908447
14,25.358577966690063
15,25.826356887817383
16,25.784212827682495
17,25.28313636779785
18,37.26740217208862
19,50.9139244556427
20,49.93393611907959
21,48.219151973724365
22,30.348264932632446
23,30.21183133125305
24,26.717037200927734
25,25.75002145767212
26,25.257760524749756
27,27.12147307395935
28,27.09389328956604
29,34.18836164474487
30,30.56016707420349
31,25.181344985961914
32,24.569493532180786
33,24.009347677230835
34,25.905291318893433
35,29.436818599700928
36,33.16957497596741
37,36.303526878356934
38,45.188273429870605
39,28.66465997695923
40,28.774515628814697
41,30.93984818458557
42,29.323199033737183
43,28.90494441986084
44,25.447943449020386
45,34.90129232406616
46,50.491345167160034
47,52.77740716934204
48,41.80088472366333
49,49.285197496414185
50,38.17866587638855
51,40.28691577911377
52,38.23761010169983
53,25.50877809524536
total,1706.6025705337524
